Island,Dive_ID,Local_Date,Dive_Number,Segment,Segment_ID,StartTime,EndTime,BenthicTemperatureMean,BenthicTemperatureStdDev,BenthicDepthMean,BenthicDepthStdDev,ComputedLength,CentroidLat,CentroidLon,Mean_Total_Live_Coral,Mean_Pale,Mean_Bleached,Mean_Pale_Bleached_Sum,Data_Source
MAI,201511054,11/5/2015,4,9,20151105409,11/5/2015 13:57:00,11/5/2015 14:02:00,27.4944377,0.01000623,-4.058213115,0.344809005,261.9,20.80595858,-156.607842,35,35,25,60,1
MAI,201511051,11/5/2015,1,1,20151105101,11/5/2015 8:47:00,11/5/2015 8:52:00,27.54949016,0.004325665,-7.764868852,0.5954103,247.58,20.80740913,-156.6246654,40,37.5,30,67.5,1
LAN,201511041,11/4/2015,1,1,20151104101,11/4/2015 9:44:00,11/4/2015 9:49:00,27.7823459,0.005050063,-5.620639344,1.088137633,214.32,20.8460765,-156.815069,92.5,3.5,8.5,12,1
LAN,201511041,11/4/2015,1,2,20151104102,11/4/2015 9:49:00,11/4/2015 9:54:00,27.77448197,0.004165648,-8.42847541,0.749207835,221.14,20.84792218,-156.8156423,92.5,6,6,12,1
LAN,201511041,11/4/2015,1,3,20151104103,11/4/2015 9:54:00,11/4/2015 9:59:00,27.77154426,0.007119899,-8.245639344,0.528197524,223.3,20.84963125,-156.8167122,90,3.5,5.5,9,1
LAN,201511041,11/4/2015,1,4,20151104104,11/4/2015 9:59:00,11/4/2015 10:04:00,27.77487869,0.004607233,-7.221377049,0.564485582,218.21,20.85125253,-156.8179077,92.5,6,6,12,1
LAN,201511032,11/3/2015,2,5,20151103205,11/3/2015 13:34:00,11/3/2015 13:39:00,27.86752857,0.005802146,-8.774142857,2.112060589,174.79,20.85177997,-156.8181394,77.5,3,5.5,8.5,1
LAN,201511041,11/4/2015,1,5,20151104105,11/4/2015 10:04:00,11/4/2015 10:09:00,27.74662167,0.013996977,-8.7287,0.683226885,194.84,20.85277507,-156.8190393,92.5,3.5,8,11.5,1
LAN,201511032,11/3/2015,2,4,20151103204,11/3/2015 13:29:00,11/3/2015 13:34:00,27.90218182,0.024839441,-5.668272727,0.453388974,184.38,20.85290556,-156.8193464,82.5,9.5,9,18.5,1
LAN,201511032,11/3/2015,2,3,20151103203,11/3/2015 13:24:00,11/3/2015 13:29:00,27.92179565,0.030798637,-4.487086957,0.871552234,175.61,20.85407488,-156.8205166,85,12.5,6.5,19,1
LAN,201511032,11/3/2015,2,2,20151103202,11/3/2015 13:19:00,11/3/2015 13:24:00,27.89412273,0.017987721,-5.572090909,0.801135212,161.93,20.85513025,-156.8216489,82.5,7,6,13,1
LAN,201511032,11/3/2015,2,1,20151103201,11/3/2015 13:14:00,11/3/2015 13:19:00,27.8918125,0.013371871,-6.750875,0.957349088,173.78,20.85636898,-156.8225516,85,6.5,5.5,12,1
LAN,201511031,11/3/2015,1,10,20151103110,11/3/2015 12:41:00,11/3/2015 12:46:00,27.94472105,0.021851956,-3.275315789,0.719491345,253.2,20.85806608,-156.8260955,60,42.5,27.5,70,1
LAN,201511031,11/3/2015,1,9,20151103109,11/3/2015 12:36:00,11/3/2015 12:41:00,27.90413684,0.031358139,-2.920947368,0.498394314,280.93,20.85995604,-156.8276121,67.5,40,20,60,1
LAN,201511031,11/3/2015,1,8,20151103108,11/3/2015 12:31:00,11/3/2015 12:36:00,27.81182222,0.034200171,-5.284666667,0.587457327,278.34,20.8622813,-156.8287243,77.5,42.5,15,57.5,1
LAN,201511031,11/3/2015,1,7,20151103107,11/3/2015 12:26:00,11/3/2015 12:31:00,27.87012105,0.007986738,-6.133578947,0.592517316,278.42,20.86422004,-156.8302665,82.5,35,12.5,47.5,1
LAN,201511031,11/3/2015,1,6,20151103106,11/3/2015 12:21:00,11/3/2015 12:26:00,27.87756842,0.025668146,-6.968894737,0.638558648,273.09,20.86619522,-156.8319007,92.5,32.5,12.5,45,1
LAN,201511031,11/3/2015,1,5,20151103105,11/3/2015 12:16:00,11/3/2015 12:21:00,27.86938,0.013347644,-6.9451,0.623309305,266.49,20.86789616,-156.8336751,92.5,30,7.5,37.5,1
LAN,201511031,11/3/2015,1,4,20151103104,11/3/2015 12:11:00,11/3/2015 12:16:00,27.8558381,0.003028512,-7.872095238,0.709957672,279.66,20.86981889,-156.8353115,92.5,22.5,7.5,30,1
LAN,201511031,11/3/2015,1,3,20151103103,11/3/2015 12:06:00,11/3/2015 12:11:00,27.84929091,0.007076203,-8.837136364,0.773428336,256.6,20.87155338,-156.8370376,92.5,17.5,4,21.5,1
LAN,201511031,11/3/2015,1,2,20151103102,11/3/2015 12:01:00,11/3/2015 12:06:00,27.85447143,0.024107559,-7.923047619,0.657801061,277.86,20.87314579,-156.838938,92.5,20,13,33,1
LAN,201511031,11/3/2015,1,1,20151103101,11/3/2015 11:56:00,11/3/2015 12:01:00,27.8705,0.009459387,-8.983,0.855813858,260.34,20.87505837,-156.8405412,92.5,20,6,26,1
MAI,201511063,11/6/2015,3,10,20151106310,11/6/2015 13:11:00,11/6/2015 13:16:00,27.95425333,0.015851325,-3.427766667,0.428636651,815.17,20.90128719,-156.6857984,10,32.5,27.5,60,1
MAI,201511063,11/6/2015,3,9,20151106309,11/6/2015 13:06:00,11/6/2015 13:11:00,27.95882397,0.019726163,-3.480743802,0.494813856,815.42,20.9036219,-156.6864335,3,35,30,65,1
MAI,201511063,11/6/2015,3,8,20151106308,11/6/2015 13:01:00,11/6/2015 13:06:00,27.96527521,0.039725728,-2.812347107,0.401251857,770.68,20.90575348,-156.6875528,27.5,35,30,65,1
MAI,201511063,11/6/2015,3,7,20151106307,11/6/2015 12:56:00,11/6/2015 13:01:00,27.92018264,0.014294434,-3.474198347,0.589171412,807.7,20.9078794,-156.6886814,12.5,30,30,60,1
MAI,201511063,11/6/2015,3,6,20151106306,11/6/2015 12:51:00,11/6/2015 12:56:00,27.90576694,0.021970075,-4.849140496,0.976568764,617.19,20.90900809,-156.6901313,1.5,15,15,30,1
MAI,201511063,11/6/2015,3,5,20151106305,11/6/2015 12:46:00,11/6/2015 12:51:00,27.7933281,0.03376816,-7.119008264,0.756534929,663.15,20.90921045,-156.6916792,5,20,15,35,1
MAI,201511063,11/6/2015,3,4,20151106304,11/6/2015 12:41:00,11/6/2015 12:46:00,28.01683471,0.064140504,-3.074099174,1.015534565,725.67,20.9103519,-156.6927799,35,35,30,65,1
MAI,201511063,11/6/2015,3,3,20151106303,11/6/2015 12:36:00,11/6/2015 12:41:00,27.9845157,0.043429413,-2.72268595,0.749760976,727.43,20.91193191,-156.6942132,27.5,30,25,55,1
MAI,201511063,11/6/2015,3,2,20151106302,11/6/2015 12:31:00,11/6/2015 12:36:00,27.97080496,0.040646765,-1.916140496,0.450646153,744.11,20.9133906,-156.6959642,37.5,25,25,50,1
MAI,201511063,11/6/2015,3,1,20151106301,11/6/2015 12:26:00,11/6/2015 12:31:00,27.90980496,0.063219943,-2.267008264,0.421937238,722.99,20.91514446,-156.6973831,32.5,25,25,50,1
MAI,201511061,11/6/2015,1,10,20151106110,11/6/2015 9:59:00,11/6/2015 10:03:00,27.742775,0.013507598,-4.709533333,0.601214755,809.4,20.92988071,-156.6951183,0,0,0,0,1
MAI,201511061,11/6/2015,1,9,20151106109,11/6/2015 9:54:00,11/6/2015 9:59:00,27.74762066,0.007624817,-4.379710744,0.417736827,773.78,20.93195381,-156.6940258,0.1,50,0,50,1
MAI,201511061,11/6/2015,1,8,20151106108,11/6/2015 9:49:00,11/6/2015 9:54:00,27.74135372,0.008639445,-6.020743802,0.599271493,806.3,20.93428055,-156.6940007,0,0,0,0,1
MAI,201511061,11/6/2015,1,7,20151106107,11/6/2015 9:44:00,11/6/2015 9:49:00,27.74118843,0.01922994,-7.124710744,1.2160943,840.57,20.93669335,-156.6940965,2.5,10,10,20,1
MAI,201511061,11/6/2015,1,6,20151106106,11/6/2015 9:39:00,11/6/2015 9:44:00,27.65889752,0.049674091,-3.815578512,0.589305695,802.52,20.93913709,-156.6936967,45,15,15,30,1
MAI,201511061,11/6/2015,1,5,20151106105,11/6/2015 9:34:00,11/6/2015 9:39:00,27.66930331,0.049833577,-3.628892562,0.573769899,724.28,20.94142651,-156.6934653,4,25,15,40,1
MAI,201511061,11/6/2015,1,4,20151106104,11/6/2015 9:29:00,11/6/2015 9:34:00,27.74942645,0.009606048,-4.592942149,0.334428149,654.3,20.94348232,-156.6936627,2,17.5,27.5,45,1
MAI,201511061,11/6/2015,1,3,20151106103,11/6/2015 9:24:00,11/6/2015 9:29:00,27.68130579,0.036579302,-5.154438017,1.209352541,665.38,20.94533064,-156.6942995,20,20,15,35,1
MAI,201511061,11/6/2015,1,2,20151106102,11/6/2015 9:19:00,11/6/2015 9:24:00,27.60154711,0.046091815,-5.946950413,0.827875274,673.81,20.94720436,-156.694527,17.5,11.5,10,21.5,1
MAI,201511061,11/6/2015,1,1,20151106101,11/6/2015 9:16:00,11/6/2015 9:19:00,27.39781538,0.05736954,-4.499076923,0.814174415,407.54,20.94862143,-156.6940629,42.5,11.5,7.5,19,1
MAI,201511062,11/6/2015,2,1,20151106201,11/6/2015 10:40:00,11/6/2015 10:45:00,27.37161736,0.088138633,-5.384429752,1.786706702,522.25,20.95010514,-156.6936265,60,10,4,14,1
MAI,201511062,11/6/2015,2,2,20151106202,11/6/2015 10:45:00,11/6/2015 10:50:00,27.65362397,0.043819553,-6.22468595,0.702662999,549.61,20.95152511,-156.6928085,55,7.5,4,11.5,1
MAI,201511062,11/6/2015,2,3,20151106203,11/6/2015 10:50:00,11/6/2015 10:55:00,27.69106942,0.006905272,-6.373983471,0.865336002,699.63,20.95310323,-156.6917231,37.5,7.5,5,12.5,1
MAI,201511062,11/6/2015,2,4,20151106204,11/6/2015 10:55:00,11/6/2015 11:00:00,27.67787273,0.002615371,-6.188206612,1.037982475,517.48,20.95462143,-156.6906869,0.6,0.6,5,5.6,1
MAI,201511062,11/6/2015,2,5,20151106205,11/6/2015 11:00:00,11/6/2015 11:05:00,27.68903388,0.006620573,-6.276694215,0.549242797,639.51,20.95596685,-156.6895807,37.5,5,9,14,1
MAI,201511062,11/6/2015,2,6,20151106206,11/6/2015 11:05:00,11/6/2015 11:10:00,27.73233388,0.020908872,-5.94368595,0.706396197,690.16,20.95757149,-156.6883569,25,15,11.5,26.5,1
MAI,201511062,11/6/2015,2,7,20151106207,11/6/2015 11:10:00,11/6/2015 11:15:00,27.74341901,0.006298305,-6.551743802,0.867781169,693.22,20.95949023,-156.6881126,10.5,5.5,40,45.5,1
MAI,201511062,11/6/2015,2,8,20151106208,11/6/2015 11:15:00,11/6/2015 11:20:00,27.74222231,0.006020097,-7.522975207,0.405544822,686.61,20.96151792,-156.6881665,1.5,45.1,5.1,50.1,1
MAI,201511062,11/6/2015,2,9,20151106209,11/6/2015 11:20:00,11/6/2015 11:25:00,27.74259256,0.005764327,-6.880181818,0.527188379,685.48,20.96355297,-156.6877664,2.5,40.1,5,45.1,1
MAI,201511062,11/6/2015,2,10,20151106210,11/6/2015 11:25:00,11/6/2015 11:30:00,27.745185,0.009633463,-7.628533333,0.530841297,644.96,20.96552952,-156.687467,0.6,20.1,7.6,27.6,1
OAH,201511182,11/18/2015,2,1,20151118201,11/18/2015 11:27:00,11/18/2015 11:32:00,26.37437674,0.028142287,-3.861837209,0.378293041,214.68,21.2518701,-157.8032971,2,12.5,1.5,14,1
OAH,201511182,11/18/2015,2,2,20151118202,11/18/2015 11:32:00,11/18/2015 11:37:00,26.38485769,0.00749416,-3.723807692,0.543326578,246.99,21.25223295,-157.8011372,4,25,6.5,31.5,1
OAH,201511182,11/18/2015,2,3,20151118203,11/18/2015 11:37:00,11/18/2015 11:42:00,26.39073548,0.014187263,-4.537451613,1.384575441,231.06,21.25256461,-157.7990306,3.5,20,3,23,1
OAH,201511182,11/18/2015,2,5,20151118205,11/18/2015 11:48:00,11/18/2015 11:52:00,26.34083333,0.01900536,-3.650518519,1.180384099,228.9,21.25339629,-157.7955564,3.5,20,0.5,20.5,1
OAH,201511182,11/18/2015,2,6,20151118206,11/18/2015 11:52:00,11/18/2015 11:57:00,26.39305484,0.014081785,-4.420774194,1.425745526,223.13,21.25359716,-157.793654,5,20,0.5,20.5,1
OAH,201511182,11/18/2015,2,7,20151118207,11/18/2015 11:57:00,11/18/2015 12:02:00,26.41123333,0.016354007,-5.586766667,1.541562728,234.45,21.25382664,-157.7916161,3,20,0.5,20.5,1
OAH,201511182,11/18/2015,2,4,20151118204,11/18/2015 11:42:00,11/18/2015 11:48:00,26.31720385,0.019029501,-4.457076923,1.101962233,222.33,21.25385227,-157.7974109,1,12.5,0.5,13,1
OAH,201511182,11/18/2015,2,8,20151118208,11/18/2015 12:02:00,11/18/2015 12:07:00,26.39403939,0.063773486,-5.497909091,1.139797706,237.78,21.25562942,-157.7903794,2.5,21.5,0.5,22,1
OAH,201511182,11/18/2015,2,9,20151118209,11/18/2015 12:07:00,11/18/2015 12:12:00,26.45939565,0.083637736,-3.439173913,1.021276467,224.51,21.25681619,-157.788637,6.5,17.5,1.5,19,1
OAH,201511182,11/18/2015,2,10,20151118210,11/18/2015 12:12:00,11/18/2015 12:17:00,26.42271667,0.007840582,-3.770041667,0.462506079,231.39,21.25773202,-157.7866947,5,20,10,30,1
OAH,201511181,11/18/2015,1,10,20151118110,11/18/2015 10:44:00,11/18/2015 10:49:00,26.63947647,0.051677923,-2.887058824,0.354630126,229.26,21.27826182,-157.8434441,10,15.5,3.5,19,1
OAH,201511181,11/18/2015,1,9,20151118109,11/18/2015 10:39:00,11/18/2015 10:44:00,26.73731579,0.011066082,-4.432684211,1.237537455,342.87,21.27997104,-157.8454928,15,17.5,0,17.5,1
OAH,201511181,11/18/2015,1,8,20151118108,11/18/2015 10:34:00,11/18/2015 10:39:00,26.71405882,0.008139378,-5.625294118,1.030831005,198.37,21.28108472,-157.8477449,15,20,2,22,1
OAH,201511181,11/18/2015,1,7,20151118107,11/18/2015 10:29:00,11/18/2015 10:34:00,26.70868824,0.006054253,-3.923588235,0.847141912,246.07,21.28197728,-157.8495694,10,17.5,2.5,20,1
OAH,201511181,11/18/2015,1,6,20151118106,11/18/2015 10:27:00,11/18/2015 10:29:00,26.69983333,0.005262973,-3.942666667,0.797067159,79.35,21.28303584,-157.8506549,7.5,22.5,1.5,24,1
OAH,201511181,11/18/2015,1,5,20151118105,11/18/2015 10:19:00,11/18/2015 10:23:00,26.63872069,0.064797019,-3.693137931,0.602132917,208.48,21.28405169,-157.8530205,10,20.5,2.5,23,1
OAH,201511181,11/18/2015,1,4,20151118104,11/18/2015 10:14:00,11/18/2015 10:19:00,26.35130984,0.236483412,-3.25495082,1.068824211,225.86,21.28522532,-157.8541421,6.5,18,0,18,1
OAH,201511181,11/18/2015,1,3,20151118103,11/18/2015 10:09:00,11/18/2015 10:14:00,26.2223,0.065883877,-3.53495082,0.792820312,226.49,21.28591544,-157.8560409,5,20.5,1.5,22,1
OAH,201511181,11/18/2015,1,2,20151118102,11/18/2015 10:04:00,11/18/2015 10:09:00,26.57472131,0.085890663,-3.538786885,0.264344231,236.35,21.28693287,-157.8579347,10,15.5,1.5,17,1
OAH,201511181,11/18/2015,1,1,20151118101,11/18/2015 9:59:00,11/18/2015 10:04:00,26.53334098,0.052874303,-3.692295082,0.574724406,219.93,21.28778938,-157.8598618,7.5,15.5,2.5,18,1
OAH,201511183,11/18/2015,3,9,20151118309,11/18/2015 14:10:00,11/18/2015 14:15:00,26.9541913,0.01428818,-4.000913043,0.755928333,219.84,21.29384175,-157.9124875,17.5,12.5,0.5,13,1
OAH,201511183,11/18/2015,3,10,20151118310,11/18/2015 14:15:00,11/18/2015 14:20:00,26.88836667,0.093159144,-4.155,0.885247504,202.32,21.29441315,-157.9112279,27.5,5,0,5,1
OAH,201511183,11/18/2015,3,8,20151118308,11/18/2015 14:05:00,11/18/2015 14:10:00,26.920996,0.016822782,-4.57056,1.105779547,284.86,21.29482253,-157.9144355,30,10,0.5,10.5,1
OAH,201511183,11/18/2015,3,7,20151118307,11/18/2015 14:00:00,11/18/2015 14:05:00,26.93571111,0.007066474,-5.223962963,0.775084678,259.15,21.29524312,-157.9169955,35,15,0.1,15.1,1
OAH,201511183,11/18/2015,3,6,20151118306,11/18/2015 13:55:00,11/18/2015 14:00:00,26.95339583,0.028741426,-4.340833333,1.430054214,235.88,21.29594343,-157.9191543,40,15,0,15,1
OAH,201511183,11/18/2015,3,5,20151118305,11/18/2015 13:50:00,11/18/2015 13:55:00,26.94306364,0.016867681,-4.069727273,0.91548324,221.75,21.29643965,-157.9212742,27.5,12.5,1,13.5,1
OAH,201511183,11/18/2015,3,4,20151118304,11/18/2015 13:45:00,11/18/2015 13:50:00,26.95123,0.013952315,-3.7574,0.824120343,217.84,21.29741412,-157.9230394,15,15,0.5,15.5,1
OAH,201511183,11/18/2015,3,3,20151118303,11/18/2015 13:40:00,11/18/2015 13:45:00,26.951955,0.015705874,-3.66465,0.935413346,215.2,21.2979507,-157.9250136,27.5,20,0,20,1
OAH,201511183,11/18/2015,3,2,20151118302,11/18/2015 13:35:00,11/18/2015 13:40:00,26.90972105,0.006346618,-4.597684211,0.527872398,208.59,21.29810617,-157.9269981,32.5,17.5,3,20.5,1
OAH,201511183,11/18/2015,3,1,20151118301,11/18/2015 13:30:00,11/18/2015 13:35:00,26.91427895,0.018100773,-3.475684211,0.891674271,218.77,21.29914673,-157.928193,45,25,0,25,1
OAH,201511184,11/18/2015,4,10,20151118410,11/18/2015 15:30:00,11/18/2015 15:35:00,27.0122381,0.022109737,-1.82552381,0.55912028,194.11,21.30050221,-157.9312257,5,20,1.5,21.5,1
OAH,201511184,11/18/2015,4,9,20151118409,11/18/2015 15:25:00,11/18/2015 15:30:00,26.93905263,0.024431954,-2.424894737,0.805170652,189.57,21.30098834,-157.9328947,1.6,17.5,2.5,20,1
OAH,201511184,11/18/2015,4,8,20151118408,11/18/2015 15:20:00,11/18/2015 15:25:00,26.87346667,0.012087393,-1.770047619,0.421555111,180.86,21.30168694,-157.9344693,5,20,2.5,22.5,1
OAH,201511184,11/18/2015,4,1,20151118401,11/18/2015 14:45:00,11/18/2015 14:50:00,26.95565,0.008765619,-5.090642857,0.770510416,206.83,21.30184692,-157.9472292,22.5,17.5,0.5,18,1
OAH,201511184,11/18/2015,4,2,20151118402,11/18/2015 14:50:00,11/18/2015 14:55:00,26.9694619,0.011785846,-5.525285714,1.005678835,214.57,21.30243529,-157.9453328,10,12.5,0.5,13,1
OAH,201511184,11/18/2015,4,7,20151118407,11/18/2015 15:15:00,11/18/2015 15:20:00,26.88579048,0.018320036,-1.623619048,0.409108843,206.66,21.30260756,-157.9359917,7.5,25,2.5,27.5,1
OAH,201511184,11/18/2015,4,3,20151118403,11/18/2015 14:55:00,11/18/2015 15:00:00,26.96238636,0.018265574,-4.456636364,0.829169001,208.26,21.30283312,-157.9433772,12.5,12.5,0.5,13,1
OAH,201511184,11/18/2015,4,5,20151118405,11/18/2015 15:05:00,11/18/2015 15:10:00,26.90968636,0.028181607,-2.880045455,0.34916478,190.39,21.30296025,-157.9397066,7.5,7.5,0.5,8,1
OAH,201511184,11/18/2015,4,6,20151118406,11/18/2015 15:10:00,11/18/2015 15:15:00,26.848405,0.009194318,-2.8356,0.763513353,206.46,21.30299179,-157.9378497,3,12.5,0.5,13,1
OAH,201511184,11/18/2015,4,4,20151118404,11/18/2015 15:00:00,11/18/2015 15:05:00,26.91495,0.019320753,-5.30275,1.708968194,197.23,21.30306893,-157.9415035,3,10.5,0.5,11,1
,,,,,,,6/1/2014,,,,,,21.47671,-157.833671,71.4,40.8,16.3,57.1,2
,,,,,,,,,,,,,21.47671,-157.833671,61.2,24.5,36.7,61.2,2
,,,,,,,,,,,,,21.47671,-157.833671,68,32,0,32,2
,,,,,,,,,,,,,21.47671,-157.833671,93.9,83.7,10.2,93.9,2
,,,,,,,,,,,,,21.47671,-157.833671,91.8,53.1,6.1,59.2,2
,,,,,,,,,,,,,21.476518,-157.833349,68,62,2,64,2
,,,,,,,,,,,,,21.476518,-157.833349,85.7,30.6,42.9,73.5,2
,,,,,,,,,,,,,21.476518,-157.833349,65.2,41.3,2.2,43.5,2
,,,,,,,,,,,,,21.476518,-157.833349,95.7,70.2,0,70.2,2
,,,,,,,,,,,,,21.476518,-157.833349,40.8,26.5,2,28.6,2
,,,,,,,,,,,,,21.476408,-157.83315,48,42,2,44,2
,,,,,,,,,,,,,21.476408,-157.83315,95.7,34,14.9,48.9,2
,,,,,,,,,,,,,21.476408,-157.83315,81.3,41.7,18.8,60.4,2
,,,,,,,,,,,,,21.476408,-157.83315,100,23.4,42.6,66,2
,,,,,,,,,,,,,21.476408,-157.83315,95.7,53.2,19.1,72.3,2
,,,,,,,,,,,,,21.476378,-157.832852,95.9,34.7,10.2,44.9,2
,,,,,,,,,,,,,21.476378,-157.832852,96,50,12,62,2
,,,,,,,,,,,,,21.476378,-157.832852,89.8,77.6,6.1,83.7,2
,,,,,,,,,,,,,21.476378,-157.832852,56.3,25,12.5,37.5,2
,,,,,,,,,,,,,21.476378,-157.832852,92,38,24,62,2
,,,,,,,,,,,,,21.476412,-157.832542,100,77.8,8.9,86.7,2
,,,,,,,,,,,,,21.476412,-157.832542,100,63,2.2,65.2,2
,,,,,,,,,,,,,21.476412,-157.832542,69.6,56.5,2.2,58.7,2
,,,,,,,,,,,,,21.476412,-157.832542,63.8,46.8,0,46.8,2
,,,,,,,,,,,,,21.476412,-157.832542,34,8,2,10,2
,,,,,,,,,,,,,21.476534,-157.832413,62.5,41.7,16.7,58.3,2
,,,,,,,,,,,,,21.476534,-157.832413,85.4,58.3,4.2,62.5,2
,,,,,,,,,,,,,21.476534,-157.832413,69.4,40.8,18.4,59.2,2
,,,,,,,,,,,,,21.476534,-157.832413,26,16,2,18,2
,,,,,,,,,,,,,21.476534,-157.832413,95.5,72.7,13.6,86.4,2
,,,,,,,,,,,,,21.47647,-157.832739,38.3,27.7,0,27.7,2
,,,,,,,,,,,,,21.47647,-157.832739,73.5,61.2,8.2,69.4,2
,,,,,,,,,,,,,21.47647,-157.832739,40,30,8,38,2
,,,,,,,,,,,,,21.47647,-157.832739,24,8,16,24,2
,,,,,,,,,,,,,21.47647,-157.832739,46,26,8,34,2
,,,,,,,,,,,,,21.476503,-157.833011,64,30,32,62,2
,,,,,,,,,,,,,21.476503,-157.833011,50,28.3,15.2,43.5,2
,,,,,,,,,,,,,21.476503,-157.833011,36.7,36.7,0,36.7,2
,,,,,,,,,,,,,21.476503,-157.833011,66,24,10,34,2
,,,,,,,,,,,,,21.476503,-157.833011,30.6,18.4,8.2,26.5,2
,,,,,,,,,,,,,21.476618,-157.833153,38,34,2,36,2
,,,,,,,,,,,,,21.476618,-157.833153,50,26,16,42,2
,,,,,,,,,,,,,21.476618,-157.833153,32.7,28.6,0,28.6,2
,,,,,,,,,,,,,21.476618,-157.833153,89.4,38.3,17,55.3,2
,,,,,,,,,,,,,21.476618,-157.833153,33.3,12.5,14.6,27.1,2
,,,,,,,,,,,,,21.476792,-157.833475,53.1,28.6,24.5,53.1,2
,,,,,,,,,,,,,21.476792,-157.833475,80,10,62,72,2
,,,,,,,,,,,,,21.476792,-157.833475,36.7,14.3,12.2,26.5,2
,,,,,,,,,,,,,21.476792,-157.833475,93.9,53.1,22.4,75.5,2
,,,,,,,,,,,,,21.476792,-157.833475,58,26,18,44,2
,,,,,,,,,,,,,21.47671,-157.833671,44.9,18.4,0,18.4,3
,,,,,,,,,,,,,21.47671,-157.833671,86,26,0,26,3
,,,,,,,,,,,,,21.47671,-157.833671,73.3,40,0,40,3
,,,,,,,,,,,,,21.47671,-157.833671,95.7,44.7,0,44.7,3
,,,,,,,,,,,,,21.47671,-157.833671,90,46,2,48,3
,,,,,,,,,,,,,21.476518,-157.833349,72,20,6,26,3
,,,,,,,,,,,,,21.476518,-157.833349,87.8,44.9,0,44.9,3
,,,,,,,,,,,,,21.476518,-157.833349,55.1,14.3,0,14.3,3
,,,,,,,,,,,,,21.476518,-157.833349,55.1,32.7,6.1,38.8,3
,,,,,,,,,,,,,21.476518,-157.833349,74,52,2,54,3
,,,,,,,,,,,,,21.476408,-157.83315,83.3,47.9,0,47.9,3
,,,,,,,,,,,,,21.476408,-157.83315,96,34,8,42,3
,,,,,,,,,,,,,21.476408,-157.83315,85.7,38.8,6.1,44.9,3
,,,,,,,,,,,,,21.476408,-157.83315,85.7,28.6,10.2,38.8,3
,,,,,,,,,,,,,21.476408,-157.83315,100,32,8,40,3
,,,,,,,,,,,,,21.476378,-157.832852,81.6,24.5,0,24.5,3
,,,,,,,,,,,,,21.476378,-157.832852,58,16,2,18,3
,,,,,,,,,,,,,21.476378,-157.832852,66,16,14,30,3
,,,,,,,,,,,,,21.476378,-157.832852,79.6,8.2,0,8.2,3
,,,,,,,,,,,,,21.476378,-157.832852,96,26,6,32,3
,,,,,,,,,,,,,21.476412,-157.832542,16.7,0,0,0,3
,,,,,,,,,,,,,21.476412,-157.832542,100,52,14,66,3
,,,,,,,,,,,,,21.476412,-157.832542,94,48,10,58,3
,,,,,,,,,,,,,21.476412,-157.832542,78,34,0,34,3
,,,,,,,,,,,,,21.476412,-157.832542,59.2,8.2,0,8.2,3
,,,,,,,,,,,,,21.476534,-157.832413,82,54,0,54,3
,,,,,,,,,,,,,21.476534,-157.832413,36.7,22.4,4.1,26.5,3
,,,,,,,,,,,,,21.476534,-157.832413,57.4,40.4,4.3,44.7,3
,,,,,,,,,,,,,21.476534,-157.832413,47.9,29.2,14.6,43.8,3
,,,,,,,,,,,,,21.476534,-157.832413,64,44,2,46,3
,,,,,,,,,,,,,21.47647,-157.832739,27.1,16.7,4.2,20.8,3
,,,,,,,,,,,,,21.47647,-157.832739,50,29.2,6.3,35.4,3
,,,,,,,,,,,,,21.47647,-157.832739,56,26,4,30,3
,,,,,,,,,,,,,21.47647,-157.832739,37,6.5,26.1,32.6,3
,,,,,,,,,,,,,21.47647,-157.832739,37.5,16.7,12.5,29.2,3
,,,,,,,,,,,,,21.476503,-157.833011,12,4,0,4,3
,,,,,,,,,,,,,21.476503,-157.833011,78,30,14,44,3
,,,,,,,,,,,,,21.476503,-157.833011,24,0,12,12,3
,,,,,,,,,,,,,21.476503,-157.833011,58,28,20,48,3
,,,,,,,,,,,,,21.476503,-157.833011,83.7,32.7,14.3,46.9,3
,,,,,,,,,,,,,21.476618,-157.833153,26.5,6.1,18.4,24.5,3
,,,,,,,,,,,,,21.476618,-157.833153,47.9,16.7,6.3,22.9,3
,,,,,,,,,,,,,21.476618,-157.833153,78.7,38.3,8.5,46.8,3
,,,,,,,,,,,,,21.476618,-157.833153,26.5,4.1,14.3,18.4,3
,,,,,,,,,,,,,21.476618,-157.833153,60,4,52,56,3
,,,,,,,,,,,,,21.476792,-157.833475,46.9,16.3,0,16.3,3
,,,,,,,,,,,,,21.476792,-157.833475,51.1,25.5,6.4,31.9,3
,,,,,,,,,,,,,21.476792,-157.833475,48,34,6,40,3
,,,,,,,,,,,,,21.476792,-157.833475,38,16,10,26,3
